Kode_Item,Nama_Item,Kode_Transaksi,qty,harga,sub_total
OBT00688,Obat Earum,TRX061479,3,62593,187779
OBT00268,Obat Itaque,TRX061479,2,197965,395930
OBT01107,Obat Voluptate,TRX061480,1,54648,54648
OBT01546,Obat Magni,TRX061480,1,94889,94889
OBT01763,Obat Nihil,TRX061480,3,11479,34437
OBT01688,Obat Consequuntur,TRX061480,3,138239,414717
OBT01379,Obat Assumenda,TRX061480,1,182664,182664
OBT01896,Obat Tenetur,TRX061481,2,163168,326336
OBT00772,Obat Aperiam,TRX061481,3,32632,97896
OBT00228,Obat Alias,TRX061481,3,134543,403629
OBT00249,Obat Explicabo,TRX061482,1,70095,70095
OBT00988,Obat Minus,TRX061483,1,185621,185621
OBT00453,Obat Nobis,TRX061483,1,86291,86291
OBT01858,Obat Quos,TRX061483,1,145929,145929
OBT01778,Obat Reprehenderit,TRX061484,3,77463,232389
OBT00189,Obat Labore,TRX061484,2,10435,20870
OBT01665,Obat Cupiditate,TRX061485,1,55248,55248
OBT01364,Obat Magnam,TRX061485,1,22133,22133
OBT00759,Obat Magni,TRX061485,2,32300,64600
OBT01881,Obat Repudiandae,TRX061485,1,129460,129460
OBT00559,Obat Numquam,TRX061486,3,181530,544590
OBT00225,Obat Mollitia,TRX061486,3,54950,164850
OBT01697,Obat Ipsum,TRX061486,1,22006,22006
OBT01408,Obat Qui,TRX061486,2,115116,230232
OBT00174,Obat Maiores,TRX061487,3,73335,220005
OBT01074,Obat Facere,TRX061487,2,112381,224762
OBT00251,Obat Neque,TRX061487,2,157804,315608
OBT00100,Obat Iusto,TRX061487,3,66966,200898
OBT01431,Obat Ipsam,TRX061487,2,168917,337834
OBT01691,Obat Temporibus,TRX061488,3,59850,179550
OBT01823,Obat Aspernatur,TRX061489,1,140220,140220
OBT00928,Obat Dicta,TRX061489,2,6366,12732
OBT01328,Obat Corrupti,TRX061490,2,28584,57168
OBT00875,Obat Inventore,TRX061490,3,187837,563511
OBT00228,Obat Alias,TRX061490,1,134543,134543
OBT01379,Obat Assumenda,TRX061491,2,182664,365328
OBT01513,Obat Quo,TRX061491,3,160421,481263
OBT01679,Obat Tempore,TRX061492,2,145369,290738
OBT01045,Obat Suscipit,TRX061492,2,96396,192792
OBT00697,Obat Perferendis,TRX061492,1,81911,81911
OBT01551,Obat Consequatur,TRX061493,2,158731,317462
OBT00480,Obat Deserunt,TRX061493,1,15600,15600
OBT01906,Obat Reiciendis,TRX061493,1,81311,81311
OBT00065,Obat Laboriosam,TRX061494,2,188400,376800
OBT00936,Obat Dolor,TRX061495,1,179462,179462
OBT00128,Obat Autem,TRX061495,1,47033,47033
OBT01501,Obat Cum,TRX061495,2,11808,23616
OBT00644,Obat Porro,TRX061495,3,150307,450921
OBT01812,Obat Corrupti,TRX061496,2,128733,257466
OBT01159,Obat Accusantium,TRX061496,1,12122,12122
OBT00828,Obat Soluta,TRX061497,1,193121,193121
OBT00823,Obat Iure,TRX061497,1,99836,99836
OBT01451,Obat Deserunt,TRX061498,1,162277,162277
OBT00833,Obat Eaque,TRX061498,1,87524,87524
OBT00205,Obat Consequuntur,TRX061498,3,117434,352302
OBT01234,Obat Deserunt,TRX061499,2,70769,141538
OBT01611,Obat Voluptatibus,TRX061499,2,98817,197634
OBT01869,Obat Ex,TRX061500,3,170108,510324
OBT01341,Obat Corporis,TRX061500,2,190327,380654
OBT00965,Obat Quae,TRX061500,2,26481,52962
OBT01307,Obat Autem,TRX061501,1,103664,103664
OBT00576,Obat Adipisci,TRX061501,1,195293,195293
OBT00196,Obat Odit,TRX061502,3,28324,84972
OBT01574,Obat Repudiandae,TRX061503,3,162224,486672
OBT00725,Obat Unde,TRX061503,2,66530,133060
OBT01917,Obat Odit,TRX061503,2,112704,225408
OBT01714,Obat Quas,TRX061503,3,192603,577809
OBT01769,Obat Saepe,TRX061504,2,24893,49786
OBT00559,Obat Numquam,TRX061504,1,181530,181530
OBT00470,Obat Necessitatibus,TRX061504,1,115905,115905
OBT01259,Obat Quis,TRX061505,3,60273,180819
OBT01241,Obat Modi,TRX061505,2,138779,277558
OBT01599,Obat Nisi,TRX061506,1,131024,131024
OBT01566,Obat Mollitia,TRX061507,1,22931,22931
OBT01487,Obat Nesciunt,TRX061507,2,162175,324350
OBT01900,Obat Veniam,TRX061507,3,57166,171498
OBT01936,Obat Nemo,TRX061508,2,46623,93246
OBT00754,Obat Cupiditate,TRX061508,3,44630,133890
OBT00428,Obat Consequuntur,TRX061508,2,23539,47078
OBT01038,Obat Culpa,TRX061508,3,61513,184539
OBT01384,Obat Veniam,TRX061509,3,151831,455493
OBT00173,Obat Aut,TRX061509,3,39998,119994
OBT01519,Obat Temporibus,TRX061509,3,72183,216549
OBT00054,Obat Tempora,TRX061510,2,50915,101830
OBT01782,Obat Harum,TRX061511,1,23703,23703
OBT01809,Obat Necessitatibus,TRX061512,2,157031,314062
OBT00485,Obat Harum,TRX061512,2,63780,127560
OBT00823,Obat Iure,TRX061512,2,99836,199672
OBT01991,Obat Debitis,TRX061513,3,67834,203502
OBT01037,Obat Repellendus,TRX061513,3,79313,237939
OBT01927,Obat Maiores,TRX061513,2,106972,213944
OBT00064,Obat Aperiam,TRX061513,3,103226,309678
OBT00323,Obat Saepe,TRX061513,3,165676,497028
OBT00323,Obat Saepe,TRX061514,1,165676,165676
OBT00770,Obat Illo,TRX061514,3,16002,48006
OBT01013,Obat At,TRX061515,3,162705,488115
OBT01679,Obat Tempore,TRX061515,3,145369,436107
OBT01365,Obat Nulla,TRX061516,1,159183,159183
OBT01074,Obat Facere,TRX061516,1,112381,112381
OBT01743,Obat Aperiam,TRX061516,2,121524,243048
OBT01983,Obat Dolor,TRX061517,2,177773,355546
OBT00747,Obat Beatae,TRX061518,2,132497,264994
OBT00184,Obat Totam,TRX061518,1,52681,52681
OBT00669,Obat Commodi,TRX061518,1,129082,129082
OBT00457,Obat Sit,TRX061518,3,99121,297363
OBT00708,Obat Molestiae,TRX061519,2,168012,336024
OBT01824,Obat Vel,TRX061519,3,158879,476637
OBT00208,Obat Eveniet,TRX061519,1,44125,44125
OBT00969,Obat Assumenda,TRX061520,2,39095,78190
OBT01232,Obat Corrupti,TRX061520,2,76644,153288
OBT00517,Obat Magni,TRX061520,3,138864,416592
OBT00801,Obat Eum,TRX061521,2,137388,274776
OBT01994,Obat Ut,TRX061521,3,169648,508944
OBT01823,Obat Aspernatur,TRX061521,1,140220,140220
OBT01685,Obat Neque,TRX061522,2,170008,340016
OBT01725,Obat Ad,TRX061522,3,62547,187641
OBT00808,Obat Libero,TRX061522,3,99540,298620
OBT00413,Obat Vero,TRX061523,1,177011,177011
OBT00140,Obat Impedit,TRX061523,3,123819,371457
OBT01962,Obat Possimus,TRX061524,2,15245,30490
OBT01956,Obat Aliquam,TRX061524,2,91216,182432
OBT00908,Obat Occaecati,TRX061524,3,84676,254028
OBT01058,Obat Necessitatibus,TRX061524,2,163783,327566
OBT00177,Obat Et,TRX061524,2,160456,320912
OBT00380,Obat Vitae,TRX061525,2,52335,104670
OBT01778,Obat Reprehenderit,TRX061525,2,77463,154926
OBT00160,Obat Quibusdam,TRX061526,1,46372,46372
OBT01032,Obat Quod,TRX061527,3,42261,126783
OBT01376,Obat Dolor,TRX061527,1,182728,182728
OBT00952,Obat Aut,TRX061527,3,69915,209745
OBT01135,Obat Incidunt,TRX061527,1,11306,11306
OBT00226,Obat Quod,TRX061527,3,74783,224349
OBT00358,Obat Quas,TRX061528,3,124998,374994
OBT00105,Obat Quam,TRX061528,2,71986,143972
OBT00544,Obat Vero,TRX061528,3,87299,261897
OBT00523,Obat Id,TRX061528,3,193824,581472
OBT00699,Obat Voluptas,TRX061528,1,191485,191485
OBT01655,Obat Alias,TRX061529,2,49920,99840
OBT00557,Obat Provident,TRX061530,2,163348,326696
OBT01296,Obat Accusamus,TRX061530,1,26272,26272
OBT00000,Obat Rerum,TRX061531,2,46774,93548
OBT00046,Obat Aliquid,TRX061532,1,158177,158177
OBT01436,Obat Perspiciatis,TRX061532,3,11297,33891
OBT01520,Obat Rerum,TRX061532,3,98163,294489
OBT00508,Obat Ipsam,TRX061532,1,117127,117127
OBT01667,Obat Nihil,TRX061532,1,104141,104141
OBT01443,Obat Occaecati,TRX061533,1,129145,129145
OBT00458,Obat Quas,TRX061533,3,179462,538386
OBT01746,Obat Architecto,TRX061533,2,65339,130678
OBT01389,Obat Similique,TRX061533,1,181449,181449
OBT00514,Obat Velit,TRX061534,2,16821,33642
OBT01776,Obat Blanditiis,TRX061534,2,173730,347460
OBT01477,Obat Eius,TRX061535,2,19625,39250
OBT00166,Obat Excepturi,TRX061535,2,160717,321434
OBT00178,Obat Dolores,TRX061535,3,90873,272619
OBT00480,Obat Deserunt,TRX061536,1,15600,15600
OBT00776,Obat Quidem,TRX061536,1,58840,58840
OBT01606,Obat Voluptates,TRX061537,3,53298,159894
OBT00467,Obat Eligendi,TRX061537,3,75380,226140
OBT00881,Obat Sunt,TRX061537,2,27093,54186
OBT01020,Obat Blanditiis,TRX061537,3,15559,46677
OBT01155,Obat Fuga,TRX061538,3,20443,61329
OBT00994,Obat Maiores,TRX061538,3,137588,412764
OBT01276,Obat Debitis,TRX061538,3,162158,486474
OBT00989,Obat Molestias,TRX061538,1,133330,133330
OBT01567,Obat Voluptate,TRX061539,2,94535,189070
OBT01399,Obat Repudiandae,TRX061539,3,127312,381936
OBT01921,Obat Similique,TRX061539,3,38852,116556
OBT00443,Obat Possimus,TRX061539,3,110485,331455
OBT00189,Obat Labore,TRX061540,1,10435,10435
OBT01205,Obat Nesciunt,TRX061540,2,84852,169704
OBT00624,Obat Quos,TRX061540,1,122837,122837
OBT01268,Obat Fugit,TRX061541,1,123677,123677
OBT01171,Obat Perspiciatis,TRX061541,3,36710,110130
OBT00540,Obat Sapiente,TRX061542,3,26834,80502
OBT01350,Obat Vel,TRX061542,3,154186,462558
OBT00610,Obat Doloribus,TRX061542,2,126484,252968
OBT01026,Obat Autem,TRX061543,1,103162,103162
OBT01516,Obat Nemo,TRX061543,1,38025,38025
OBT00478,Obat Illo,TRX061543,3,116677,350031
OBT01355,Obat Ipsam,TRX061544,2,55795,111590
OBT00817,Obat Voluptates,TRX061544,2,117413,234826
OBT01633,Obat Aliquid,TRX061544,2,150360,300720
OBT01784,Obat Quis,TRX061545,1,15035,15035
OBT01676,Obat Sint,TRX061545,2,166488,332976
OBT00810,Obat Odit,TRX061545,2,179324,358648
OBT01841,Obat At,TRX061545,1,103225,103225
OBT01013,Obat At,TRX061546,2,162705,325410
OBT01683,Obat Repellat,TRX061546,1,69794,69794
OBT01217,Obat Nihil,TRX061546,1,69267,69267
OBT01270,Obat Provident,TRX061547,3,69468,208404
OBT00360,Obat Inventore,TRX061547,3,34488,103464
OBT01549,Obat Soluta,TRX061547,1,7118,7118
OBT00742,Obat Sint,TRX061548,3,166890,500670
OBT00038,Obat Saepe,TRX061548,3,71009,213027
OBT00168,Obat Dolore,TRX061549,2,112561,225122
OBT01161,Obat Fugiat,TRX061549,3,20335,61005
OBT00683,Obat Sapiente,TRX061549,3,128008,384024
OBT01677,Obat Et,TRX061550,3,158963,476889
OBT00674,Obat Magnam,TRX061550,3,95902,287706
OBT01183,Obat Nisi,TRX061550,1,75592,75592
OBT01592,Obat Perspiciatis,TRX061550,1,63464,63464
OBT01339,Obat Magni,TRX061550,1,134194,134194
OBT00454,Obat Minus,TRX061551,2,184558,369116
OBT01008,Obat Voluptatibus,TRX061551,3,13547,40641
OBT00672,Obat Et,TRX061551,2,168236,336472
OBT00070,Obat Perferendis,TRX061551,3,129480,388440
OBT01064,Obat Architecto,TRX061552,2,122946,245892
OBT01394,Obat Velit,TRX061552,3,111660,334980
OBT00717,Obat Ratione,TRX061552,1,57293,57293
OBT01742,Obat Quod,TRX061552,1,82345,82345
OBT00836,Obat Quae,TRX061552,3,118789,356367
OBT01986,Obat Debitis,TRX061553,1,154059,154059
OBT01853,Obat Doloribus,TRX061554,2,114876,229752
OBT01278,Obat Enim,TRX061554,2,9161,18322
OBT00006,Obat Quidem,TRX061554,1,177666,177666
OBT00594,Obat Ratione,TRX061554,2,9164,18328
OBT00977,Obat Praesentium,TRX061555,3,110579,331737
OBT00357,Obat Voluptatem,TRX061555,2,132192,264384
OBT01075,Obat Quisquam,TRX061555,3,106511,319533
OBT01885,Obat Non,TRX061556,3,123367,370101
OBT01262,Obat Quisquam,TRX061557,2,88441,176882
OBT01253,Obat Nesciunt,TRX061557,2,37237,74474
OBT01563,Obat Quo,TRX061557,2,57526,115052
OBT01427,Obat Harum,TRX061557,2,91304,182608
OBT00710,Obat Recusandae,TRX061557,2,79044,158088
OBT01585,Obat Asperiores,TRX061558,2,32485,64970
OBT01313,Obat Reiciendis,TRX061558,3,7210,21630
OBT00367,Obat Magni,TRX061558,3,79479,238437
OBT00466,Obat Deleniti,TRX061558,2,129895,259790
OBT00080,Obat Reiciendis,TRX061559,3,10524,31572
OBT01260,Obat Nobis,TRX061559,2,165024,330048
OBT00882,Obat Deleniti,TRX061559,1,14691,14691
OBT01938,Obat Odit,TRX061559,3,155756,467268
OBT01662,Obat Tempora,TRX061559,2,42862,85724
OBT00546,Obat Dolor,TRX061560,2,194817,389634
OBT00640,Obat Minima,TRX061560,3,198220,594660
OBT00115,Obat At,TRX061560,3,173933,521799
OBT01545,Obat Sit,TRX061560,2,163159,326318
OBT01638,Obat Incidunt,TRX061561,1,51157,51157
OBT00640,Obat Minima,TRX061561,1,198220,198220
OBT00233,Obat Nobis,TRX061562,1,162308,162308
OBT01782,Obat Harum,TRX061563,1,23703,23703
OBT01790,Obat Commodi,TRX061563,1,91308,91308
OBT01457,Obat Necessitatibus,TRX061563,2,156764,313528
OBT01947,Obat Ab,TRX061564,2,57875,115750
OBT00553,Obat Libero,TRX061564,2,54071,108142
OBT01699,Obat Delectus,TRX061565,1,138330,138330
OBT01903,Obat Soluta,TRX061565,3,79401,238203
OBT01622,Obat Officia,TRX061565,1,16509,16509
OBT01803,Obat Sint,TRX061566,2,7237,14474
OBT01947,Obat Ab,TRX061567,1,57875,57875
OBT01010,Obat Aspernatur,TRX061567,2,151545,303090
OBT01317,Obat Aperiam,TRX061567,3,55591,166773
OBT00345,Obat Quo,TRX061567,3,73216,219648
OBT01044,Obat Natus,TRX061567,1,148533,148533
OBT00416,Obat Alias,TRX061568,1,90174,90174
OBT00857,Obat Laudantium,TRX061568,1,199693,199693
OBT01251,Obat Cumque,TRX061569,2,108626,217252
OBT01060,Obat Eos,TRX061569,3,41312,123936
OBT01556,Obat Repellendus,TRX061569,2,67229,134458
OBT01643,Obat Necessitatibus,TRX061569,3,40977,122931
OBT01518,Obat Corporis,TRX061569,1,138404,138404
OBT00607,Obat Dolorem,TRX061570,3,55047,165141
OBT00500,Obat Eos,TRX061570,2,130202,260404
OBT00408,Obat Numquam,TRX061571,2,160767,321534
OBT00847,Obat Optio,TRX061571,2,178109,356218
OBT01110,Obat Nesciunt,TRX061571,2,9892,19784
OBT00544,Obat Vero,TRX061571,3,87299,261897
OBT01399,Obat Repudiandae,TRX061571,3,127312,381936
OBT01430,Obat Et,TRX061572,2,169100,338200
OBT01634,Obat Alias,TRX061572,1,69478,69478
OBT01459,Obat Distinctio,TRX061572,2,27422,54844
OBT01005,Obat Magnam,TRX061572,3,60742,182226
OBT01899,Obat Dignissimos,TRX061573,2,53940,107880
OBT00294,Obat Quam,TRX061573,3,39665,118995
OBT00629,Obat Facilis,TRX061573,3,154272,462816
OBT01273,Obat Reprehenderit,TRX061573,2,94556,189112
OBT01217,Obat Nihil,TRX061573,2,69267,138534
OBT00274,Obat Sequi,TRX061574,2,20401,40802
OBT00993,Obat Eveniet,TRX061575,3,42839,128517
OBT00536,Obat Quidem,TRX061575,1,52068,52068
OBT00465,Obat Ipsam,TRX061575,2,106735,213470
OBT01779,Obat Delectus,TRX061575,3,64701,194103
OBT01392,Obat Quidem,TRX061576,3,89672,269016
OBT00233,Obat Nobis,TRX061576,1,162308,162308
OBT00780,Obat Voluptas,TRX061576,2,81578,163156
OBT00869,Obat Consequatur,TRX061577,1,58774,58774
OBT00481,Obat Eaque,TRX061577,2,139569,279138
OBT01744,Obat Sit,TRX061577,1,141005,141005
OBT01828,Obat Consectetur,TRX061577,1,125953,125953
OBT01328,Obat Corrupti,TRX061578,1,28584,28584
OBT01419,Obat Doloribus,TRX061578,3,198316,594948
OBT00621,Obat Sapiente,TRX061579,1,132152,132152
OBT00125,Obat Quod,TRX061579,3,193058,579174
OBT00485,Obat Harum,TRX061579,2,63780,127560
OBT01457,Obat Necessitatibus,TRX061580,1,156764,156764
OBT00808,Obat Libero,TRX061581,1,99540,99540
OBT00936,Obat Dolor,TRX061581,1,179462,179462
OBT00237,Obat Fugiat,TRX061581,1,182520,182520
OBT01204,Obat Cum,TRX061581,2,37917,75834
OBT00925,Obat Sapiente,TRX061582,3,83108,249324
OBT01931,Obat Incidunt,TRX061582,1,86200,86200
OBT00770,Obat Illo,TRX061582,3,16002,48006
OBT01887,Obat Nesciunt,TRX061583,1,84860,84860
OBT00313,Obat Nisi,TRX061583,3,35629,106887
OBT01577,Obat Ipsa,TRX061583,3,156626,469878
OBT01942,Obat Rerum,TRX061583,2,136720,273440
OBT00432,Obat Quis,TRX061583,2,29261,58522
OBT00384,Obat Facere,TRX061584,1,135576,135576
OBT01317,Obat Aperiam,TRX061584,3,55591,166773
OBT00829,Obat At,TRX061584,1,140619,140619
OBT01548,Obat Recusandae,TRX061584,2,101686,203372
OBT01908,Obat Aperiam,TRX061585,2,142467,284934
OBT01366,Obat Quam,TRX061585,3,38619,115857
OBT01879,Obat Facilis,TRX061585,2,106301,212602
OBT00930,Obat Sunt,TRX061585,3,93861,281583
OBT00341,Obat Perspiciatis,TRX061585,1,65256,65256
OBT00685,Obat Quidem,TRX061586,3,119848,359544
OBT00540,Obat Sapiente,TRX061586,3,26834,80502
OBT01131,Obat Minima,TRX061587,2,94117,188234
OBT00805,Obat Cupiditate,TRX061587,2,102631,205262
OBT01498,Obat Fuga,TRX061587,3,94028,282084
OBT01897,Obat Veniam,TRX061587,1,133087,133087
OBT00057,Obat Dignissimos,TRX061588,3,120205,360615
OBT00604,Obat Neque,TRX061588,3,119239,357717
OBT01411,Obat Soluta,TRX061589,2,87900,175800
OBT01861,Obat Fuga,TRX061589,3,158866,476598
OBT01184,Obat Consectetur,TRX061589,1,20894,20894
OBT00742,Obat Sint,TRX061589,3,166890,500670
OBT00990,Obat Ex,TRX061590,2,196815,393630
OBT01997,Obat Mollitia,TRX061591,3,179760,539280
OBT00789,Obat Necessitatibus,TRX061591,2,100351,200702
OBT01023,Obat Animi,TRX061591,2,35865,71730
OBT00001,Obat Eaque,TRX061591,2,76489,152978
OBT01508,Obat Adipisci,TRX061592,3,31919,95757
OBT00033,Obat Eligendi,TRX061593,2,36625,73250
OBT00873,Obat Nihil,TRX061593,2,175927,351854
OBT01374,Obat Numquam,TRX061594,1,76913,76913
OBT00900,Obat Quis,TRX061595,3,171641,514923
OBT01109,Obat Corrupti,TRX061595,2,136763,273526
OBT00466,Obat Deleniti,TRX061596,1,129895,129895
OBT00791,Obat Omnis,TRX061596,2,41116,82232
OBT00501,Obat Adipisci,TRX061597,3,83746,251238
OBT01521,Obat Nihil,TRX061597,1,115364,115364
OBT01210,Obat Accusantium,TRX061597,3,171670,515010
OBT00510,Obat Dolore,TRX061597,3,154038,462114
OBT01317,Obat Aperiam,TRX061598,3,55591,166773
OBT00497,Obat Sequi,TRX061598,3,127740,383220
OBT01402,Obat Amet,TRX061599,2,140595,281190
OBT01161,Obat Fugiat,TRX061599,2,20335,40670
OBT00117,Obat Commodi,TRX061599,2,13881,27762
OBT01990,Obat Ipsum,TRX061600,2,16446,32892
OBT01478,Obat Ipsam,TRX061600,1,151606,151606
OBT01881,Obat Repudiandae,TRX061600,2,129460,258920
OBT00075,Obat Enim,TRX061600,1,100157,100157
OBT01426,Obat Aut,TRX061600,3,48117,144351
OBT00167,Obat Accusantium,TRX061601,3,184766,554298
OBT00675,Obat Minus,TRX061601,1,122525,122525
OBT01212,Obat Cum,TRX061601,2,58335,116670
OBT00418,Obat Atque,TRX061602,3,197497,592491
OBT00027,Obat Similique,TRX061602,2,41847,83694
OBT01526,Obat Delectus,TRX061602,1,53738,53738
OBT00031,Obat Non,TRX061602,3,197539,592617
OBT01565,Obat Laboriosam,TRX061602,3,57759,173277
OBT00132,Obat Dignissimos,TRX061603,3,22397,67191
OBT01519,Obat Temporibus,TRX061604,2,72183,144366
OBT00702,Obat Delectus,TRX061605,2,181451,362902
OBT01768,Obat Placeat,TRX061605,2,174175,348350
OBT00846,Obat Dicta,TRX061606,2,192005,384010
OBT00486,Obat Autem,TRX061606,2,174767,349534
OBT01088,Obat Hic,TRX061606,1,190390,190390
OBT01676,Obat Sint,TRX061607,1,166488,166488
OBT00302,Obat Repudiandae,TRX061608,2,134195,268390
OBT00541,Obat Error,TRX061608,2,114117,228234
OBT00526,Obat Corporis,TRX061608,1,98181,98181
OBT01464,Obat Tenetur,TRX061608,2,186761,373522
OBT00208,Obat Eveniet,TRX061609,2,44125,88250
OBT00205,Obat Consequuntur,TRX061610,3,117434,352302
OBT01700,Obat Aut,TRX061610,1,106742,106742
OBT01288,Obat Consequuntur,TRX061610,1,50491,50491
OBT00182,Obat Quos,TRX061610,2,113657,227314
OBT01152,Obat A,TRX061610,1,111765,111765
OBT01862,Obat Explicabo,TRX061611,1,11092,11092
OBT01778,Obat Reprehenderit,TRX061612,1,77463,77463
OBT01214,Obat Accusantium,TRX061612,1,102859,102859
OBT00309,Obat Rem,TRX061612,3,144047,432141
OBT01265,Obat Minima,TRX061612,3,171505,514515
OBT01661,Obat Explicabo,TRX061613,2,36062,72124
OBT00653,Obat Ex,TRX061613,2,165299,330598
OBT01327,Obat Incidunt,TRX061614,2,55203,110406
OBT00917,Obat Maiores,TRX061614,1,169361,169361
OBT01990,Obat Ipsum,TRX061614,1,16446,16446
OBT00286,Obat Ex,TRX061614,3,71494,214482
OBT01062,Obat Non,TRX061614,2,171844,343688
OBT00605,Obat Facere,TRX061615,3,169117,507351
OBT01735,Obat Nihil,TRX061615,2,46211,92422
OBT01539,Obat Reiciendis,TRX061615,3,158004,474012
OBT00675,Obat Minus,TRX061615,3,122525,367575
OBT00706,Obat Voluptatem,TRX061615,3,128817,386451
OBT00663,Obat Cumque,TRX061616,2,87798,175596
OBT00755,Obat Enim,TRX061616,1,185914,185914
OBT00000,Obat Rerum,TRX061617,2,46774,93548
OBT01405,Obat Commodi,TRX061618,1,63863,63863
OBT00086,Obat Reiciendis,TRX061619,2,19332,38664
OBT00459,Obat Unde,TRX061619,1,30195,30195
OBT00871,Obat Facere,TRX061620,2,168672,337344
OBT00930,Obat Sunt,TRX061620,2,93861,187722
OBT00413,Obat Vero,TRX061620,1,177011,177011
OBT01237,Obat Laboriosam,TRX061620,2,97122,194244
OBT01399,Obat Repudiandae,TRX061621,3,127312,381936
OBT00788,Obat Magni,TRX061622,1,174631,174631
OBT01516,Obat Nemo,TRX061622,1,38025,38025
OBT01973,Obat Odio,TRX061622,3,165701,497103
OBT01114,Obat Sint,TRX061622,1,52118,52118
OBT01072,Obat Nihil,TRX061622,3,179195,537585
OBT00383,Obat Iusto,TRX061623,2,69528,139056
OBT01435,Obat Dolore,TRX061624,3,118232,354696
OBT01903,Obat Soluta,TRX061624,2,79401,158802
OBT00149,Obat Unde,TRX061625,3,173060,519180
OBT01867,Obat Suscipit,TRX061625,2,91573,183146
OBT01010,Obat Aspernatur,TRX061625,3,151545,454635
OBT00212,Obat Maiores,TRX061626,2,153699,307398
OBT01314,Obat Est,TRX061626,3,37706,113118
OBT01390,Obat Maiores,TRX061626,1,175401,175401
OBT00979,Obat Tempore,TRX061626,3,151530,454590
OBT00116,Obat Unde,TRX061626,2,111506,223012
OBT01907,Obat Dolorem,TRX061627,2,177902,355804
OBT01014,Obat Nulla,TRX061627,2,112117,224234
OBT01309,Obat Cumque,TRX061627,3,98838,296514
OBT00959,Obat Occaecati,TRX061628,3,124094,372282
OBT00773,Obat Assumenda,TRX061628,3,48790,146370
OBT00127,Obat Nemo,TRX061628,3,31318,93954
OBT00414,Obat Quae,TRX061628,3,168149,504447
OBT00091,Obat Repellat,TRX061628,1,149894,149894
OBT00260,Obat Itaque,TRX061629,3,186671,560013
OBT00523,Obat Id,TRX061629,3,193824,581472
OBT01414,Obat Expedita,TRX061629,1,56015,56015
OBT01001,Obat Perferendis,TRX061629,1,139528,139528
OBT01013,Obat At,TRX061630,2,162705,325410
OBT00781,Obat Iure,TRX061630,3,190640,571920
OBT00354,Obat Aliquid,TRX061631,3,98459,295377
OBT00331,Obat Ipsam,TRX061631,2,133784,267568
OBT00062,Obat Dolorem,TRX061631,1,133544,133544
OBT00311,Obat Exercitationem,TRX061631,2,42170,84340
OBT00407,Obat Odio,TRX061631,3,75600,226800
OBT01287,Obat Officia,TRX061632,1,181345,181345
OBT00791,Obat Omnis,TRX061632,1,41116,41116
OBT00646,Obat Cupiditate,TRX061632,1,14703,14703
OBT01717,Obat Debitis,TRX061632,2,75342,150684
OBT00525,Obat Veritatis,TRX061633,1,71422,71422
OBT00139,Obat Vel,TRX061633,1,90660,90660
OBT01686,Obat Officia,TRX061634,2,78419,156838
OBT01825,Obat Natus,TRX061634,2,149864,299728
OBT00456,Obat Dolore,TRX061634,3,39416,118248
OBT01238,Obat Voluptatibus,TRX061634,1,170729,170729
OBT00818,Obat Repudiandae,TRX061635,3,113372,340116
OBT01463,Obat Itaque,TRX061636,3,87124,261372
OBT01566,Obat Mollitia,TRX061636,3,22931,68793
OBT01541,Obat Molestias,TRX061636,1,43174,43174
OBT01474,Obat Iusto,TRX061636,3,22246,66738
OBT01036,Obat Impedit,TRX061636,1,84996,84996
OBT01606,Obat Voluptates,TRX061637,2,53298,106596
OBT00370,Obat Magni,TRX061638,1,138362,138362
OBT00575,Obat Excepturi,TRX061638,2,162781,325562
OBT01566,Obat Mollitia,TRX061638,1,22931,22931
OBT01490,Obat Quam,TRX061639,2,7780,15560
OBT00200,Obat Quaerat,TRX061639,3,188831,566493
OBT00362,Obat Repudiandae,TRX061639,3,43811,131433
OBT00554,Obat Nisi,TRX061639,2,60330,120660
OBT01754,Obat Natus,TRX061640,1,123266,123266
OBT00809,Obat Veritatis,TRX061640,2,170004,340008
OBT01635,Obat Sunt,TRX061640,2,51803,103606
OBT00474,Obat Reprehenderit,TRX061640,2,165921,331842
OBT01264,Obat Cumque,TRX061640,2,94819,189638
OBT00382,Obat Atque,TRX061641,1,25141,25141
OBT01288,Obat Consequuntur,TRX061641,2,50491,100982
OBT01210,Obat Accusantium,TRX061641,3,171670,515010
OBT00615,Obat Excepturi,TRX061642,1,35528,35528
OBT01463,Obat Itaque,TRX061642,2,87124,174248
OBT00055,Obat Dolores,TRX061642,1,61127,61127
OBT01081,Obat Officiis,TRX061642,1,180752,180752
OBT00690,Obat Quas,TRX061642,1,184561,184561
OBT00132,Obat Dignissimos,TRX061643,2,22397,44794
OBT01809,Obat Necessitatibus,TRX061643,3,157031,471093
OBT01679,Obat Tempore,TRX061643,3,145369,436107
OBT01504,Obat Omnis,TRX061644,2,91034,182068
OBT00569,Obat Excepturi,TRX061644,2,176914,353828
OBT00536,Obat Quidem,TRX061645,2,52068,104136
OBT01257,Obat Accusamus,TRX061645,3,78258,234774
OBT00144,Obat Reiciendis,TRX061645,3,173132,519396
OBT01073,Obat Perferendis,TRX061645,3,168470,505410
OBT01843,Obat Voluptate,TRX061646,3,156390,469170
OBT01393,Obat Dignissimos,TRX061646,1,118389,118389
OBT00071,Obat Maxime,TRX061646,3,183975,551925
