Kode_Item,Nama_Item,Kandungan,Tipe_Golongan_Obat,Kategori_Obat,HNA,Satuan
OBT00616,Obat Consequuntur,Metformin 809mg,Bebas,Antibiotik,48543,kapsul
OBT00617,Obat Molestiae,Cetirizine 765mg,Bebas,Antihistamin,44956,tablet
OBT00618,Obat Corrupti,Paracetamol 972mg,Keras,Analgesik,198667,tablet
OBT00619,Obat Vitae,Amoxicillin 972mg,Keras,Antihistamin,189181,kapsul
OBT00620,Obat Corporis,Metformin 489mg,Narkotika,Vitamin,121723,tablet
OBT00621,Obat Sapiente,Amoxicillin 741mg,Keras,Analgesik,132152,kapsul
OBT00622,Obat Maxime,Cetirizine 993mg,Narkotika,Analgesik,128598,kapsul
OBT00623,Obat Facere,Metformin 136mg,Bebas Terbatas,Vitamin,10145,sirup
OBT00624,Obat Quos,Metformin 170mg,Keras,Antihistamin,122837,kapsul
OBT00625,Obat Nesciunt,Ibuprofen 746mg,Narkotika,Analgesik,158413,kapsul
OBT00626,Obat Ratione,Amoxicillin 332mg,Keras,Antihistamin,68603,kapsul
OBT00627,Obat Cumque,Paracetamol 544mg,Bebas Terbatas,Analgesik,57779,sirup
OBT00628,Obat Voluptatum,Paracetamol 878mg,Bebas Terbatas,Antibiotik,82288,sirup
OBT00629,Obat Facilis,Paracetamol 554mg,Narkotika,Antidiabetik,154272,kapsul
OBT00630,Obat Eaque,Ibuprofen 810mg,Bebas,Vitamin,107690,botol
OBT00631,Obat Tenetur,Amoxicillin 129mg,Bebas Terbatas,Antidiabetik,18348,tablet
OBT00632,Obat Quam,Paracetamol 432mg,Bebas Terbatas,Antihistamin,92516,sirup
OBT00633,Obat Nulla,Paracetamol 400mg,Bebas Terbatas,Antidiabetik,7064,sirup
OBT00634,Obat Cumque,Amoxicillin 483mg,Bebas Terbatas,Antidiabetik,31912,botol
OBT00635,Obat Facere,Cetirizine 249mg,Bebas,Antidiabetik,170258,kapsul
OBT00636,Obat Cupiditate,Ibuprofen 643mg,Bebas Terbatas,Antidiabetik,191933,botol
OBT00637,Obat Placeat,Cetirizine 679mg,Bebas,Vitamin,118190,botol
OBT00638,Obat Quo,Ibuprofen 274mg,Keras,Antibiotik,113969,tablet
OBT00639,Obat Non,Ibuprofen 180mg,Bebas,Antibiotik,134945,sirup
OBT00640,Obat Minima,Metformin 991mg,Narkotika,Antidiabetik,198220,botol
OBT00641,Obat Nesciunt,Cetirizine 734mg,Keras,Antibiotik,156692,kapsul
OBT00642,Obat Placeat,Ibuprofen 609mg,Bebas,Antibiotik,161195,kapsul
OBT00643,Obat Optio,Metformin 246mg,Bebas,Vitamin,196647,tablet
OBT00644,Obat Porro,Ibuprofen 572mg,Bebas,Antidiabetik,150307,sirup
OBT00645,Obat Modi,Amoxicillin 570mg,Bebas,Antihistamin,81224,kapsul
OBT00646,Obat Cupiditate,Amoxicillin 782mg,Bebas,Antidiabetik,14703,sirup
OBT00647,Obat Magni,Paracetamol 923mg,Bebas,Antibiotik,132794,kapsul
OBT00648,Obat Laborum,Cetirizine 394mg,Narkotika,Antihistamin,109773,botol
OBT00649,Obat Animi,Metformin 261mg,Narkotika,Antibiotik,132428,kapsul
OBT00650,Obat Voluptatibus,Paracetamol 552mg,Narkotika,Antibiotik,139573,sirup
OBT00651,Obat Similique,Amoxicillin 701mg,Bebas,Analgesik,159937,botol
OBT00652,Obat Quidem,Amoxicillin 754mg,Keras,Analgesik,194953,botol
OBT00653,Obat Ex,Cetirizine 806mg,Narkotika,Analgesik,165299,tablet
OBT00654,Obat Officia,Amoxicillin 567mg,Bebas Terbatas,Antibiotik,182908,kapsul
OBT00655,Obat Tempore,Amoxicillin 303mg,Bebas Terbatas,Antidiabetik,132900,tablet
OBT00656,Obat Laboriosam,Cetirizine 973mg,Bebas,Antidiabetik,65792,sirup
OBT00657,Obat Iure,Cetirizine 209mg,Keras,Antibiotik,192246,tablet
OBT00658,Obat Blanditiis,Ibuprofen 490mg,Narkotika,Analgesik,20913,tablet
OBT00659,Obat Quisquam,Metformin 467mg,Bebas,Antibiotik,143492,botol
OBT00660,Obat Magnam,Metformin 402mg,Keras,Antidiabetik,9985,tablet
OBT00661,Obat Ducimus,Amoxicillin 122mg,Bebas Terbatas,Antidiabetik,115625,sirup
OBT00662,Obat Sunt,Cetirizine 381mg,Narkotika,Vitamin,156100,tablet
OBT00663,Obat Cumque,Paracetamol 679mg,Bebas,Antidiabetik,87798,sirup
OBT00664,Obat Eligendi,Paracetamol 720mg,Bebas,Vitamin,150032,sirup
OBT00665,Obat Minima,Cetirizine 952mg,Keras,Antibiotik,21648,sirup
OBT00666,Obat Similique,Amoxicillin 894mg,Bebas,Antidiabetik,75214,kapsul
OBT00667,Obat Et,Ibuprofen 721mg,Bebas,Vitamin,174948,kapsul
OBT00668,Obat Ab,Amoxicillin 324mg,Narkotika,Antidiabetik,114350,sirup
OBT00669,Obat Commodi,Ibuprofen 735mg,Bebas Terbatas,Vitamin,129082,tablet
OBT00670,Obat Sapiente,Amoxicillin 794mg,Bebas Terbatas,Antidiabetik,35655,tablet
OBT00671,Obat Tempora,Ibuprofen 743mg,Keras,Antidiabetik,134705,botol
OBT00672,Obat Et,Paracetamol 742mg,Bebas Terbatas,Antihistamin,168236,kapsul
OBT00673,Obat Quibusdam,Paracetamol 416mg,Keras,Antibiotik,174392,botol
OBT00674,Obat Magnam,Cetirizine 134mg,Narkotika,Antibiotik,95902,tablet
OBT00675,Obat Minus,Metformin 473mg,Keras,Antidiabetik,122525,tablet
OBT00676,Obat Quam,Ibuprofen 192mg,Bebas Terbatas,Vitamin,187849,kapsul
OBT00677,Obat Repellat,Amoxicillin 434mg,Bebas,Analgesik,119355,sirup
OBT00678,Obat Ipsa,Cetirizine 279mg,Narkotika,Vitamin,10454,botol
OBT00679,Obat Atque,Ibuprofen 235mg,Bebas Terbatas,Antidiabetik,47292,tablet
OBT00680,Obat Voluptates,Metformin 997mg,Narkotika,Antibiotik,80500,sirup
OBT00681,Obat Non,Amoxicillin 643mg,Keras,Vitamin,195371,sirup
OBT00682,Obat Modi,Metformin 379mg,Bebas Terbatas,Antihistamin,55384,sirup
OBT00683,Obat Sapiente,Ibuprofen 363mg,Bebas,Antidiabetik,128008,tablet
OBT00684,Obat Minima,Cetirizine 925mg,Bebas,Vitamin,95137,tablet
OBT00685,Obat Quidem,Amoxicillin 864mg,Bebas,Vitamin,119848,kapsul
OBT00686,Obat Sunt,Amoxicillin 923mg,Bebas,Antihistamin,65844,sirup
OBT00687,Obat Cupiditate,Paracetamol 579mg,Narkotika,Analgesik,138073,botol
OBT00688,Obat Earum,Paracetamol 244mg,Bebas Terbatas,Analgesik,62593,kapsul
OBT00689,Obat Culpa,Ibuprofen 980mg,Bebas,Vitamin,159051,sirup
OBT00690,Obat Quas,Cetirizine 966mg,Bebas,Antidiabetik,184561,botol
OBT00691,Obat Eaque,Metformin 474mg,Bebas,Antihistamin,93906,botol
OBT00692,Obat Illo,Paracetamol 909mg,Keras,Analgesik,162836,kapsul
OBT00693,Obat Iusto,Cetirizine 114mg,Bebas Terbatas,Vitamin,192485,sirup
OBT00694,Obat Iusto,Amoxicillin 649mg,Narkotika,Antidiabetik,177217,tablet
OBT00695,Obat Adipisci,Paracetamol 565mg,Keras,Analgesik,127805,kapsul
OBT00696,Obat Architecto,Amoxicillin 788mg,Keras,Antibiotik,39382,kapsul
OBT00697,Obat Perferendis,Amoxicillin 698mg,Narkotika,Vitamin,81911,kapsul
OBT00698,Obat Atque,Cetirizine 942mg,Bebas,Antihistamin,194528,botol
OBT00699,Obat Voluptas,Amoxicillin 210mg,Bebas,Antidiabetik,191485,sirup
OBT00700,Obat Nostrum,Ibuprofen 582mg,Bebas Terbatas,Vitamin,107333,tablet
OBT00701,Obat Nesciunt,Paracetamol 734mg,Bebas,Analgesik,114277,sirup
OBT00702,Obat Delectus,Metformin 435mg,Keras,Vitamin,181451,kapsul
OBT00703,Obat Ad,Metformin 326mg,Keras,Vitamin,176049,botol
OBT00704,Obat Neque,Paracetamol 750mg,Keras,Analgesik,197566,botol
OBT00705,Obat Quis,Cetirizine 817mg,Narkotika,Antibiotik,99438,kapsul
OBT00706,Obat Voluptatem,Amoxicillin 764mg,Bebas,Antidiabetik,128817,botol
OBT00707,Obat Praesentium,Cetirizine 219mg,Bebas,Analgesik,47474,sirup
OBT00708,Obat Molestiae,Ibuprofen 146mg,Bebas,Vitamin,168012,botol
OBT00709,Obat Temporibus,Paracetamol 411mg,Bebas,Vitamin,59318,sirup
OBT00710,Obat Recusandae,Cetirizine 218mg,Bebas Terbatas,Antihistamin,79044,sirup
OBT00711,Obat Doloribus,Paracetamol 340mg,Bebas Terbatas,Vitamin,186062,botol
OBT00712,Obat Adipisci,Metformin 238mg,Keras,Analgesik,27594,kapsul
OBT00713,Obat Reiciendis,Cetirizine 564mg,Keras,Antihistamin,179864,sirup
OBT00714,Obat Corrupti,Amoxicillin 786mg,Narkotika,Vitamin,131586,tablet
OBT00715,Obat Voluptatibus,Metformin 529mg,Keras,Analgesik,38841,sirup
OBT00716,Obat Quo,Metformin 860mg,Bebas,Antidiabetik,50427,botol
OBT00717,Obat Ratione,Ibuprofen 524mg,Keras,Antidiabetik,57293,sirup
OBT00718,Obat Id,Paracetamol 953mg,Keras,Vitamin,45976,tablet
OBT00719,Obat Facilis,Cetirizine 730mg,Bebas Terbatas,Antidiabetik,163793,tablet
OBT00720,Obat Expedita,Cetirizine 386mg,Bebas,Vitamin,134023,tablet
OBT00721,Obat Quae,Paracetamol 806mg,Narkotika,Antihistamin,31451,kapsul
OBT00722,Obat Rerum,Amoxicillin 322mg,Narkotika,Antidiabetik,114047,tablet
OBT00723,Obat Saepe,Cetirizine 555mg,Narkotika,Antihistamin,134427,kapsul
OBT00724,Obat Odit,Ibuprofen 975mg,Keras,Antihistamin,84600,tablet
OBT00725,Obat Unde,Amoxicillin 201mg,Narkotika,Antihistamin,66530,tablet
OBT00726,Obat Autem,Amoxicillin 657mg,Narkotika,Antibiotik,59901,sirup
OBT00727,Obat Eveniet,Amoxicillin 162mg,Narkotika,Analgesik,150969,botol
OBT00728,Obat Provident,Cetirizine 382mg,Bebas Terbatas,Vitamin,17333,tablet
OBT00729,Obat Inventore,Ibuprofen 225mg,Bebas,Antihistamin,9752,botol
OBT00730,Obat Sequi,Cetirizine 193mg,Bebas Terbatas,Vitamin,99053,kapsul
OBT00731,Obat Odio,Ibuprofen 757mg,Bebas,Antihistamin,73369,botol
OBT00732,Obat Aperiam,Metformin 121mg,Bebas Terbatas,Analgesik,98596,botol
OBT00733,Obat Dicta,Paracetamol 905mg,Bebas,Antidiabetik,182452,tablet
OBT00734,Obat Quia,Amoxicillin 349mg,Narkotika,Vitamin,46577,botol
OBT00735,Obat Voluptas,Ibuprofen 905mg,Narkotika,Antibiotik,50800,tablet
OBT00736,Obat Excepturi,Metformin 310mg,Narkotika,Vitamin,136983,kapsul
OBT00737,Obat Iste,Paracetamol 949mg,Bebas Terbatas,Analgesik,13380,tablet
OBT00738,Obat Molestias,Metformin 312mg,Narkotika,Antihistamin,21689,botol
OBT00739,Obat Maxime,Metformin 321mg,Keras,Vitamin,93535,sirup
OBT00740,Obat Quo,Ibuprofen 436mg,Bebas,Analgesik,117884,kapsul
OBT00741,Obat Sint,Ibuprofen 907mg,Bebas Terbatas,Antihistamin,34876,tablet
OBT00742,Obat Sint,Metformin 102mg,Narkotika,Antidiabetik,166890,botol
OBT00743,Obat Dolorem,Amoxicillin 979mg,Narkotika,Analgesik,64425,kapsul
OBT00744,Obat Labore,Ibuprofen 233mg,Bebas,Antibiotik,36637,kapsul
OBT00745,Obat Facilis,Metformin 356mg,Narkotika,Vitamin,152320,kapsul
OBT00746,Obat Temporibus,Ibuprofen 212mg,Narkotika,Analgesik,63745,tablet
OBT00747,Obat Beatae,Paracetamol 234mg,Bebas,Antihistamin,132497,sirup
OBT00748,Obat Omnis,Paracetamol 466mg,Bebas,Antihistamin,72586,kapsul
OBT00749,Obat Nobis,Ibuprofen 702mg,Keras,Antibiotik,94213,sirup
OBT00750,Obat Deserunt,Amoxicillin 116mg,Keras,Vitamin,98124,tablet
OBT00751,Obat Illum,Ibuprofen 371mg,Bebas,Antihistamin,17235,botol
OBT00752,Obat Rem,Paracetamol 229mg,Bebas Terbatas,Antihistamin,151020,botol
OBT00753,Obat Harum,Cetirizine 638mg,Keras,Antihistamin,75121,botol
OBT00754,Obat Cupiditate,Paracetamol 863mg,Bebas,Analgesik,44630,kapsul
OBT00755,Obat Enim,Paracetamol 587mg,Narkotika,Analgesik,185914,sirup
OBT00756,Obat Alias,Cetirizine 896mg,Bebas Terbatas,Vitamin,140105,tablet
OBT00757,Obat Nemo,Amoxicillin 625mg,Narkotika,Antibiotik,163410,sirup
OBT00758,Obat Quo,Metformin 211mg,Keras,Vitamin,180501,kapsul
OBT00759,Obat Magni,Cetirizine 615mg,Narkotika,Antibiotik,32300,tablet
OBT00760,Obat Nostrum,Ibuprofen 729mg,Bebas Terbatas,Antidiabetik,190179,sirup
OBT00761,Obat Autem,Paracetamol 844mg,Bebas,Antihistamin,18217,sirup
OBT00762,Obat Fugiat,Metformin 408mg,Bebas,Antibiotik,119773,botol
OBT00763,Obat Cupiditate,Cetirizine 758mg,Bebas Terbatas,Antihistamin,124835,sirup
OBT00764,Obat Debitis,Paracetamol 162mg,Narkotika,Antibiotik,34079,sirup
OBT00765,Obat Error,Cetirizine 967mg,Narkotika,Antidiabetik,32758,kapsul
OBT00766,Obat Ipsa,Cetirizine 536mg,Bebas Terbatas,Antibiotik,165057,tablet
OBT00767,Obat Tempora,Paracetamol 602mg,Bebas,Vitamin,164817,botol
OBT00768,Obat Doloribus,Cetirizine 175mg,Narkotika,Analgesik,31704,kapsul
OBT00769,Obat Illo,Paracetamol 429mg,Keras,Antihistamin,152448,sirup
OBT00770,Obat Illo,Metformin 251mg,Bebas Terbatas,Analgesik,16002,tablet
OBT00771,Obat Explicabo,Paracetamol 229mg,Keras,Antibiotik,137987,botol
OBT00772,Obat Aperiam,Amoxicillin 739mg,Keras,Vitamin,32632,botol
OBT00773,Obat Assumenda,Metformin 661mg,Bebas,Antibiotik,48790,tablet
OBT00774,Obat Ab,Amoxicillin 490mg,Bebas Terbatas,Antidiabetik,170131,sirup
OBT00775,Obat Sit,Metformin 643mg,Narkotika,Antidiabetik,35948,tablet
OBT00776,Obat Quidem,Amoxicillin 564mg,Narkotika,Antidiabetik,58840,botol
OBT00777,Obat A,Metformin 719mg,Bebas Terbatas,Antibiotik,99801,sirup
OBT00778,Obat Vitae,Cetirizine 201mg,Bebas,Antidiabetik,46165,sirup
OBT00779,Obat Quasi,Paracetamol 973mg,Narkotika,Antibiotik,195932,sirup
OBT00780,Obat Voluptas,Metformin 838mg,Narkotika,Antibiotik,81578,tablet
OBT00781,Obat Iure,Ibuprofen 540mg,Narkotika,Vitamin,190640,tablet
OBT00782,Obat Amet,Cetirizine 333mg,Bebas,Antihistamin,120741,sirup
OBT00783,Obat Quas,Cetirizine 447mg,Narkotika,Analgesik,137617,kapsul
OBT00784,Obat Amet,Cetirizine 508mg,Narkotika,Antihistamin,135650,botol
OBT00785,Obat Libero,Cetirizine 847mg,Keras,Analgesik,197034,sirup
OBT00786,Obat Qui,Paracetamol 420mg,Bebas,Analgesik,31029,tablet
OBT00787,Obat Molestias,Cetirizine 420mg,Narkotika,Antibiotik,45447,tablet
OBT00788,Obat Magni,Amoxicillin 483mg,Bebas,Antidiabetik,174631,botol
OBT00789,Obat Necessitatibus,Ibuprofen 803mg,Bebas,Antidiabetik,100351,botol
OBT00790,Obat Facere,Cetirizine 168mg,Narkotika,Antidiabetik,92715,kapsul
OBT00791,Obat Omnis,Paracetamol 951mg,Narkotika,Antihistamin,41116,tablet
OBT00792,Obat Minima,Paracetamol 195mg,Bebas,Antidiabetik,37239,kapsul
OBT00793,Obat Nulla,Cetirizine 198mg,Bebas,Vitamin,57924,botol
OBT00794,Obat Autem,Amoxicillin 931mg,Bebas,Antibiotik,120109,tablet
OBT00795,Obat Hic,Ibuprofen 669mg,Keras,Antidiabetik,113986,botol
OBT00796,Obat Vero,Paracetamol 700mg,Bebas Terbatas,Antidiabetik,6726,tablet
OBT00797,Obat Minima,Metformin 675mg,Narkotika,Antidiabetik,69308,kapsul
OBT00798,Obat Labore,Amoxicillin 786mg,Keras,Antihistamin,129168,sirup
OBT00799,Obat Magni,Paracetamol 520mg,Keras,Antibiotik,94475,kapsul
OBT00800,Obat Nobis,Amoxicillin 994mg,Bebas,Vitamin,80171,botol
OBT00801,Obat Eum,Cetirizine 988mg,Bebas Terbatas,Antidiabetik,137388,botol
OBT00802,Obat Pariatur,Paracetamol 394mg,Narkotika,Analgesik,49895,sirup
OBT00803,Obat Facere,Metformin 419mg,Keras,Antihistamin,27343,sirup
OBT00804,Obat Rem,Amoxicillin 206mg,Narkotika,Antidiabetik,74734,sirup
OBT00805,Obat Cupiditate,Metformin 619mg,Keras,Antidiabetik,102631,botol
OBT00806,Obat Iste,Ibuprofen 258mg,Narkotika,Antihistamin,192485,kapsul
OBT00807,Obat Maiores,Cetirizine 329mg,Bebas,Vitamin,113792,sirup
OBT00808,Obat Libero,Paracetamol 458mg,Bebas,Analgesik,99540,tablet
OBT00809,Obat Veritatis,Metformin 476mg,Bebas Terbatas,Analgesik,170004,botol
OBT00810,Obat Odit,Paracetamol 880mg,Bebas,Vitamin,179324,botol
OBT00811,Obat Nulla,Amoxicillin 687mg,Keras,Antihistamin,69343,kapsul
OBT00812,Obat Rerum,Ibuprofen 926mg,Keras,Antidiabetik,44743,kapsul
OBT00813,Obat Laboriosam,Cetirizine 965mg,Keras,Vitamin,143844,sirup
OBT00814,Obat Deserunt,Metformin 885mg,Keras,Antihistamin,115551,botol
OBT00815,Obat Dolorem,Metformin 728mg,Bebas,Antihistamin,64816,tablet
OBT00816,Obat Voluptatem,Metformin 126mg,Bebas,Antihistamin,41174,sirup
OBT00817,Obat Voluptates,Metformin 773mg,Bebas Terbatas,Antihistamin,117413,kapsul
OBT00818,Obat Repudiandae,Amoxicillin 129mg,Narkotika,Analgesik,113372,tablet
OBT00819,Obat Voluptates,Ibuprofen 379mg,Bebas Terbatas,Antihistamin,112297,kapsul
OBT00820,Obat Nulla,Amoxicillin 447mg,Narkotika,Vitamin,125259,sirup
OBT00821,Obat Sit,Amoxicillin 106mg,Bebas,Antidiabetik,140307,tablet
OBT00822,Obat Iusto,Ibuprofen 990mg,Keras,Antidiabetik,183834,kapsul
OBT00823,Obat Iure,Ibuprofen 679mg,Bebas Terbatas,Antibiotik,99836,botol
OBT00824,Obat Eveniet,Cetirizine 171mg,Bebas Terbatas,Vitamin,12802,botol
OBT00825,Obat Labore,Ibuprofen 858mg,Bebas,Antibiotik,121019,sirup
OBT00826,Obat Rerum,Paracetamol 193mg,Narkotika,Vitamin,43164,tablet
OBT00827,Obat Temporibus,Metformin 320mg,Bebas Terbatas,Antihistamin,7607,kapsul
OBT00828,Obat Soluta,Cetirizine 529mg,Narkotika,Antibiotik,193121,kapsul
OBT00829,Obat At,Cetirizine 449mg,Bebas Terbatas,Antihistamin,140619,botol
OBT00830,Obat Molestiae,Ibuprofen 478mg,Keras,Vitamin,23240,sirup
OBT00831,Obat Quidem,Amoxicillin 838mg,Bebas,Analgesik,27224,tablet
OBT00832,Obat Non,Amoxicillin 895mg,Narkotika,Analgesik,93684,botol
OBT00833,Obat Eaque,Metformin 710mg,Bebas,Analgesik,87524,botol
OBT00834,Obat Distinctio,Paracetamol 153mg,Bebas,Analgesik,110290,botol
OBT00835,Obat Optio,Ibuprofen 261mg,Narkotika,Antidiabetik,48076,kapsul
OBT00836,Obat Quae,Metformin 150mg,Narkotika,Analgesik,118789,sirup
OBT00837,Obat Inventore,Paracetamol 378mg,Bebas Terbatas,Vitamin,21113,botol
OBT00838,Obat Recusandae,Cetirizine 777mg,Narkotika,Analgesik,108092,botol
OBT00839,Obat Ipsa,Cetirizine 597mg,Bebas,Antidiabetik,14723,kapsul
OBT00840,Obat Cupiditate,Metformin 552mg,Bebas,Antihistamin,178061,tablet
OBT00841,Obat Corrupti,Cetirizine 379mg,Narkotika,Antibiotik,173156,tablet
OBT00842,Obat Sapiente,Ibuprofen 873mg,Narkotika,Antihistamin,44571,tablet
OBT00843,Obat Molestias,Metformin 216mg,Bebas Terbatas,Antihistamin,155616,kapsul
OBT00844,Obat Possimus,Amoxicillin 540mg,Bebas Terbatas,Antibiotik,20154,kapsul
OBT00845,Obat Occaecati,Paracetamol 390mg,Bebas Terbatas,Analgesik,170572,sirup
OBT00846,Obat Dicta,Metformin 598mg,Bebas,Analgesik,192005,tablet
OBT00847,Obat Optio,Metformin 783mg,Narkotika,Vitamin,178109,kapsul
OBT00848,Obat Veniam,Amoxicillin 146mg,Keras,Analgesik,141256,tablet
OBT00849,Obat Illo,Ibuprofen 504mg,Narkotika,Analgesik,82522,sirup
OBT00850,Obat Amet,Metformin 156mg,Narkotika,Vitamin,114918,botol
OBT00851,Obat Incidunt,Paracetamol 309mg,Bebas Terbatas,Antibiotik,110382,tablet
OBT00852,Obat In,Amoxicillin 316mg,Keras,Vitamin,183486,botol
OBT00853,Obat Minus,Ibuprofen 882mg,Narkotika,Analgesik,188707,botol
OBT00854,Obat Officiis,Amoxicillin 396mg,Keras,Analgesik,150125,sirup
OBT00855,Obat Animi,Amoxicillin 222mg,Keras,Analgesik,84776,sirup
OBT00856,Obat Quasi,Paracetamol 609mg,Narkotika,Vitamin,194150,botol
OBT00857,Obat Laudantium,Cetirizine 279mg,Bebas Terbatas,Antibiotik,199693,tablet
OBT00858,Obat Voluptas,Ibuprofen 489mg,Bebas Terbatas,Antidiabetik,87233,botol
OBT00859,Obat Eaque,Metformin 820mg,Narkotika,Vitamin,95218,kapsul
OBT00860,Obat Porro,Ibuprofen 612mg,Keras,Antibiotik,7071,kapsul
OBT00861,Obat Earum,Metformin 953mg,Keras,Analgesik,78342,kapsul
OBT00862,Obat Sunt,Amoxicillin 173mg,Bebas Terbatas,Antibiotik,143357,kapsul
OBT00863,Obat Itaque,Cetirizine 982mg,Bebas Terbatas,Antihistamin,165012,sirup
OBT00864,Obat Consectetur,Paracetamol 546mg,Bebas Terbatas,Antihistamin,43498,tablet
OBT00865,Obat Officia,Paracetamol 570mg,Keras,Antidiabetik,188578,sirup
OBT00866,Obat Hic,Paracetamol 982mg,Keras,Analgesik,110889,kapsul
OBT00867,Obat Sit,Amoxicillin 689mg,Bebas Terbatas,Antidiabetik,121965,botol
OBT00868,Obat Voluptas,Cetirizine 687mg,Bebas Terbatas,Antihistamin,173789,kapsul
OBT00869,Obat Consequatur,Cetirizine 826mg,Keras,Antidiabetik,58774,botol
OBT00870,Obat Iusto,Cetirizine 396mg,Bebas,Antihistamin,147717,tablet
OBT00871,Obat Facere,Paracetamol 514mg,Keras,Antihistamin,168672,kapsul
OBT00872,Obat Perspiciatis,Paracetamol 432mg,Narkotika,Antibiotik,167054,kapsul
OBT00873,Obat Nihil,Ibuprofen 920mg,Narkotika,Analgesik,175927,kapsul
OBT00874,Obat Provident,Metformin 571mg,Keras,Antihistamin,120905,kapsul
OBT00875,Obat Inventore,Amoxicillin 190mg,Narkotika,Analgesik,187837,tablet
OBT00876,Obat Natus,Cetirizine 964mg,Bebas,Antidiabetik,95505,kapsul
OBT00877,Obat Sapiente,Paracetamol 349mg,Bebas,Antidiabetik,175067,botol
OBT00878,Obat Laboriosam,Cetirizine 703mg,Bebas,Antihistamin,111038,tablet
OBT00879,Obat Quae,Cetirizine 636mg,Narkotika,Analgesik,56719,sirup
OBT00880,Obat Illo,Paracetamol 505mg,Bebas Terbatas,Antihistamin,84044,kapsul
OBT00881,Obat Sunt,Amoxicillin 863mg,Bebas,Antihistamin,27093,kapsul
OBT00882,Obat Deleniti,Amoxicillin 326mg,Bebas,Antibiotik,14691,botol
OBT00883,Obat Ullam,Amoxicillin 897mg,Bebas Terbatas,Antidiabetik,145884,tablet
OBT00884,Obat Necessitatibus,Ibuprofen 178mg,Keras,Analgesik,92685,kapsul
OBT00885,Obat Molestias,Metformin 748mg,Bebas Terbatas,Antidiabetik,107234,tablet
OBT00886,Obat Est,Paracetamol 643mg,Keras,Antibiotik,195080,tablet
OBT00887,Obat Accusamus,Metformin 298mg,Keras,Vitamin,193450,botol
OBT00888,Obat Dolorem,Amoxicillin 459mg,Bebas Terbatas,Antidiabetik,199000,botol
OBT00889,Obat Incidunt,Ibuprofen 341mg,Bebas,Antibiotik,38031,sirup
OBT00890,Obat Repudiandae,Paracetamol 249mg,Keras,Antidiabetik,141438,kapsul
OBT00891,Obat Adipisci,Amoxicillin 302mg,Bebas Terbatas,Analgesik,146764,kapsul
OBT00892,Obat Fugiat,Ibuprofen 716mg,Bebas,Antibiotik,79429,sirup
OBT00893,Obat Ex,Ibuprofen 878mg,Keras,Vitamin,61029,botol
OBT00894,Obat Architecto,Paracetamol 281mg,Narkotika,Antidiabetik,29332,botol
OBT00895,Obat Provident,Cetirizine 575mg,Bebas,Antibiotik,139131,tablet
OBT00896,Obat Odio,Metformin 878mg,Bebas Terbatas,Vitamin,149647,botol
OBT00897,Obat Tempore,Metformin 559mg,Narkotika,Analgesik,86855,tablet
OBT00898,Obat Repellendus,Metformin 758mg,Bebas Terbatas,Antidiabetik,141665,sirup
OBT00899,Obat Modi,Metformin 430mg,Keras,Antihistamin,94314,tablet
OBT00900,Obat Quis,Amoxicillin 254mg,Bebas,Analgesik,171641,sirup
OBT00901,Obat Fugit,Cetirizine 169mg,Narkotika,Analgesik,46950,sirup
OBT00902,Obat Modi,Cetirizine 552mg,Narkotika,Analgesik,11139,sirup
OBT00903,Obat Ducimus,Amoxicillin 915mg,Narkotika,Analgesik,12311,sirup
OBT00904,Obat Numquam,Amoxicillin 705mg,Keras,Vitamin,146540,botol
OBT00905,Obat Ullam,Paracetamol 460mg,Bebas,Antihistamin,160321,kapsul
OBT00906,Obat Sed,Metformin 175mg,Bebas,Antidiabetik,72814,sirup
OBT00907,Obat Fugiat,Amoxicillin 572mg,Keras,Analgesik,68265,tablet
OBT00908,Obat Occaecati,Cetirizine 138mg,Bebas Terbatas,Antidiabetik,84676,kapsul
OBT00909,Obat Doloremque,Paracetamol 477mg,Narkotika,Antibiotik,195450,tablet
OBT00910,Obat Voluptatem,Amoxicillin 178mg,Bebas Terbatas,Analgesik,115820,tablet
OBT00911,Obat Numquam,Paracetamol 729mg,Keras,Analgesik,137454,tablet
OBT00912,Obat Ratione,Metformin 619mg,Bebas Terbatas,Antidiabetik,33951,sirup
OBT00913,Obat Quia,Cetirizine 573mg,Bebas Terbatas,Antihistamin,196885,kapsul
OBT00914,Obat Ea,Metformin 667mg,Keras,Antibiotik,20714,sirup
OBT00915,Obat Temporibus,Paracetamol 560mg,Narkotika,Antihistamin,102774,botol
OBT00916,Obat Sequi,Metformin 767mg,Bebas Terbatas,Antidiabetik,73093,sirup
OBT00917,Obat Maiores,Ibuprofen 429mg,Bebas,Vitamin,169361,tablet
OBT00918,Obat Commodi,Metformin 587mg,Bebas Terbatas,Analgesik,138037,botol
OBT00919,Obat Esse,Metformin 254mg,Bebas Terbatas,Vitamin,97923,kapsul
OBT00920,Obat Cum,Paracetamol 561mg,Bebas,Antidiabetik,37456,sirup
OBT00921,Obat Eaque,Paracetamol 930mg,Narkotika,Antidiabetik,17512,botol
OBT00922,Obat Provident,Amoxicillin 831mg,Bebas,Antidiabetik,175645,sirup
OBT00923,Obat Mollitia,Paracetamol 616mg,Narkotika,Antidiabetik,37702,sirup
OBT00924,Obat Blanditiis,Ibuprofen 140mg,Keras,Analgesik,122633,sirup
